#group,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,double,double,double,double,double,double,double
#default,_result,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,device_id,tenant_id,current,energy_kwh,frequency,power,power_factor,voltage,voltage_l
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:17Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,0,-0.9714,241.78,418.7
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:38Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,0,1,241.58,418.21
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:21:59Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,0,-0.9711,241.36,417.61
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:22:19Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-278.0314,-0.9746,241.14,417.56
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:22:40Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.046,-277.6004,-0.9716,241.27,417.79
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:00Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.03,-279.3365,-0.9724,241.14,417.91
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:21Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.03,-278.0358,-0.9781,241.22,417.96
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:23:42Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,49.996,-278.6854,-0.9794,241.14,417.65
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:02Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-278.2491,-0.9774,241.03,417.46
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:23Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-277.821,1,241.12,417.51
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:24:43Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-276.9556,1,241.04,417.51
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:04Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.021,-277.8119,-0.9701,240.94,417.53
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:24Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.021,-277.3794,1,240.88,417.36
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:25:45Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.03,-277.6009,1,241,417.6
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:06Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-276.9542,1,240.99,417.39
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:26Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,0,1,241.01,417.68
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:26:47Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,0,1,241.02,417.43
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:08Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,0,1,241.17,417.75
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:28Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,-279.5547,-0.9777,241.37,417.67
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:27:49Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.013,-278.2462,-0.9749,241.21,417.97
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:09Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,-276.9451,-0.972,241.19,417.89
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:30Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,-277.3852,-0.9714,241.2,418.03
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:28:51Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0.39,8.6,50.005,0,1,241.45,418.39
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:29:11Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,0,8.6,50.013,0,-0.974,241.55,418.18
,,0,2026-04-08T09:35:54.425757563Z,2026-04-09T09:35:54.425757563Z,2026-04-09T08:29:32Z,device_telemetry,TD00000001,64b2f261-4d07-40e8-8d12-7cc6131a42d2,9.96,8.6,50.021,-6517.511,-0.8728,240.93,417.16
